city_uuid,city,country_id,last_update
0b5e77c0-ef4f-4860-aa27-e5feb202af34,"Augusta-Richmond County",d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:49"
0bb1e2dd-e155-40c5-a347-92b9e96e5e63,Béchar,cdc8e979-783f-49b8-bf0d-570be9f93b03,"2024-08-25 14:21:49"
0c6f2653-1747-47df-b06c-2fcb17200824,Korla,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
0d077147-7127-4db8-9bb3-44e4bf7a66b7,Zaoyang,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
0d625acd-718d-46d6-af57-3cb3483aaf47,Tanshui,8bf68fc2-3b44-4d20-b1ba-5459b98e8e11,"2024-08-25 14:21:50"
0d8b3a8a-560a-4a8c-b359-9570ce7f7988,Guarujá,c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:49"
0e591f1c-aa85-4689-8b26-875297791bf4,Brest,f4b6a929-cae1-4092-9284-b0cced427d31,"2024-08-25 14:21:49"
0eb49b76-7829-475c-ba1b-0082024215a0,Ezeiza,d21550c4-7003-43d8-bc09-a5adbbcf8015,"2024-08-25 14:21:49"
0ed6c016-49ba-41b3-adf5-317b5906aa41,Myingyan,728ab1f9-3dd3-498f-a8af-f6f3c940c68d,"2024-08-25 14:21:49"
0f0061c6-fff8-4e3f-a75f-32b277f38e38,"Cam Ranh",e044ef9d-e3da-487a-8931-07179088016a,"2024-08-25 14:21:49"
0f82efa8-f85d-4447-af3e-5f290d4a43c5,Kurgan,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
0f8f6b59-ee66-40a3-8e28-4b6c49358a6c,Smolensk,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:50"
0fa985f0-3610-4ce6-badd-b5dae965fc29,Niznekamsk,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
0fad58c2-d41a-4f70-9b50-12f118832d34,Buenaventura,a7cafc8b-ef44-49f1-9afd-529e88771cce,"2024-08-25 14:21:49"
10fc72ee-0fb8-4617-97c5-44e6713eccf4,Atlixco,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
12859669-b817-4278-96a7-ad6b4a36c973,"São Bernardo do Campo",c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:50"
1343ea1c-0c3a-4d8d-a853-132ff88c0853,Córdoba,d21550c4-7003-43d8-bc09-a5adbbcf8015,"2024-08-25 14:21:49"
134508b1-f408-41df-8ccb-2c1458e24d12,Yangor,2dd3cb66-fa2e-4a18-a8fb-afe01d5fc486,"2024-08-25 14:21:50"
136324f4-a0c3-4fff-a505-4756a24dcfb7,al-Ayn,028135a0-1661-4824-9468-3e0f85d333c6,"2024-08-25 14:21:49"
13bd22a4-01cf-4e40-803e-7916dcd88ecd,Apeldoorn,8889ca24-dbd5-48eb-bcd0-9e38edef2640,"2024-08-25 14:21:49"
13d2e9b0-9f7e-4cb6-b2de-a841ece3527d,Monywa,728ab1f9-3dd3-498f-a8af-f6f3c940c68d,"2024-08-25 14:21:49"
152d24af-1c5c-4e91-9de4-6f9c30f8a798,Cumaná,f816194f-6489-4822-ba1c-e769e0a3778b,"2024-08-25 14:21:49"
153d5717-dc7b-4cd4-ada9-0b11470abbec,Hamilton,4936e868-57f5-47fd-bb07-177fc5b4d2f8,"2024-08-25 14:21:49"
15556f20-352e-4455-b8ab-8289745de2e2,"Santiago de los Caballeros",577b397e-0f32-40e1-9630-450e1c5022e7,"2024-08-25 14:21:50"
15af598f-5b4b-46b8-8f82-e14a628ad43f,"Jalib al-Shuyukh",b84d51ab-560d-4928-a6e6-0feef5a37763,"2024-08-25 14:21:49"
15c886ce-23c3-4b16-b572-393e7e58e641,Qinhuangdao,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
1612b973-a087-4c57-946b-31df22b14e2c,Meixian,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
16fa44de-e85e-45ff-8e9a-e0139858cbac,Kisumu,01d9d087-05a3-45f6-bd26-d9e456ef4996,"2024-08-25 14:21:49"
17630273-22b4-468a-a7f8-b7dc81fb1901,Huixquilucan,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
18b8bb4a-08d8-4ec9-b603-77647476af9d,Effon-Alaiye,e6d080bb-b109-468a-bc04-4790c46253e5,"2024-08-25 14:21:49"
194419ea-694a-4e96-8293-c1198131b942,"San Felipe del Progreso",f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:50"
196c97aa-a03e-4880-8a5b-5038de3854ae,Jedda,1583d347-e031-4183-8a29-deba9f2db81e,"2024-08-25 14:21:49"
1991bc74-f194-4170-8b6f-7f1ba441a517,Warren,d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:50"
19b130e5-f95e-44fa-af14-80dbbbfe2508,Tabriz,bec18263-47b0-43f5-9d6b-b805ec528b80,"2024-08-25 14:21:50"
1a7da663-bc1e-4987-821c-057bea131588,Patras,4e30cafb-1048-4b15-a24b-a92252493c9c,"2024-08-25 14:21:49"
1a8d4701-ad2c-4333-9891-6c1bf8a59dac,Iwaki,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:49"
1ae86146-0cc8-4ee6-95f5-ea2cc63fdc4c,Blumenau,c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:49"
1b3d2ac9-bf9f-4c92-abce-a2376614de00,Dadu,0ae2eb2f-b60c-431c-9afd-55acb2bf8e51,"2024-08-25 14:21:49"
1c66bc49-307d-45aa-af73-d53758da9571,Masqat,d2dd6862-56d0-441c-ab94-bedc6af1ecfd,"2024-08-25 14:21:49"
1c7c0500-9dc7-44aa-a49c-9550225cc5d4,"Siliguri (Shiliguri)",63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:50"
1ce6384a-d76d-4175-961b-d27f6d51f4b6,Tandil,d21550c4-7003-43d8-bc09-a5adbbcf8015,"2024-08-25 14:21:50"
1d0c69bd-4333-4c22-bb9b-c47cdf76a769,Katihar,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
1d430eda-3d62-4314-a7cc-7619e0bea452,"Tel Aviv-Jaffa",80db55ca-587f-44a3-bb5e-8e577bb3f173,"2024-08-25 14:21:50"
1dc05f94-ef04-43f7-b6fc-98a09a65a8e2,Skikda,cdc8e979-783f-49b8-bf0d-570be9f93b03,"2024-08-25 14:21:50"
1e40d8f9-2a8f-4e57-b435-88a461fade57,Ljubertsy,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
1e635b1c-ea5b-4d09-b461-0de4e6ebf112,Kragujevac,50bc502c-7d41-44ac-94bf-d3f47916d6b9,"2024-08-25 14:21:49"
1e723159-dbc2-4599-8972-0ffaa0cc5705,Sumy,2a80c702-dc97-4267-b2ce-8927172da2d2,"2024-08-25 14:21:50"
1eb63025-6dd9-47f2-9a90-448a5476865f,Omiya,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:49"
1f92dea9-ad40-4591-98e1-7fcc22685422,Iwatsuki,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:49"
2008aed9-b75e-4005-8f5f-b8530e275b1c,Papeete,131bcde4-9751-41fb-8000-f494498de0ed,"2024-08-25 14:21:49"
207c8ac9-c442-4fa0-9957-1d8c1a7afe8e,Nuuk,80ad0da0-13e4-4889-b5a3-c694e558a1b4,"2024-08-25 14:21:49"
21224e4e-f73f-46bb-b590-bfb6da47c713,Tianjin,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
2160a42c-8f82-479c-a2ee-f705feeef6af,Sambhal,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:50"
21700153-0efc-49a3-b5cb-215e33c03b8c,Chandrapur,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
21b8d58c-3a24-4385-ba63-84019b3bad66,Cheju,d99f7231-ca88-486f-81a8-9d3068438759,"2024-08-25 14:21:49"
21ccc37d-5284-4557-9a86-1a6d3b3b93ad,Ondo,e6d080bb-b109-468a-bc04-4790c46253e5,"2024-08-25 14:21:49"
22a6bc74-c68a-4700-be52-3104df2100c0,Lengshuijiang,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
22c56f81-bc9d-4aff-af0d-efdc3a90a596,Yantai,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
22edd1a4-8ca9-4bfb-8d1c-54623c1d4f35,"Saint Louis",d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:50"
22f99a72-f7af-48b0-aa6f-f12cf86db2c3,Kurashiki,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:49"
23481367-e3c7-451c-b3cb-a003a77b549a,Sunnyvale,d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:50"
23dfe5b9-200a-455d-a0c9-dc13e5cdaf59,Ashdod,80db55ca-587f-44a3-bb5e-8e577bb3f173,"2024-08-25 14:21:49"
23e30b71-a2f5-4f56-9790-4a75bf0235c6,Coatzacoalcos,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
23f8087f-dee7-415e-b214-c38bf76b883a,Nantou,8bf68fc2-3b44-4d20-b1ba-5459b98e8e11,"2024-08-25 14:21:49"
2445baed-db5f-42ec-99b5-300bc55aec10,Fengshan,8bf68fc2-3b44-4d20-b1ba-5459b98e8e11,"2024-08-25 14:21:49"
24fd08b6-8aa9-4868-b08f-c2f6fed82630,Kimberley,4014d078-e6bc-43c6-8d3a-2a96853dc6c3,"2024-08-25 14:21:49"
2572490c-fd77-4fa1-b956-a617ebc5b5d9,"Rio Claro",c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:50"
2630e784-fc10-4dfa-8660-7722b234d612,Shaoguan,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
264fab4c-f425-4edd-8af5-ca86d0ef7c81,Avellaneda,d21550c4-7003-43d8-bc09-a5adbbcf8015,"2024-08-25 14:21:49"
26991ffa-c25b-4cac-b762-0456c61b3c22,Sirjan,bec18263-47b0-43f5-9d6b-b805ec528b80,"2024-08-25 14:21:50"
2723c7e3-d2c8-475f-9cbe-a6844d7a19fd,Esfahan,bec18263-47b0-43f5-9d6b-b805ec528b80,"2024-08-25 14:21:49"
27461bb3-4e3d-414e-b1fc-8497bd9fc5b9,London,70e8c413-a91e-4b1f-960c-a8069479f946,"2024-08-25 14:21:49"
27daa2cc-afef-4fde-a337-5cfc545a43f5,Barcelona,f816194f-6489-4822-ba1c-e769e0a3778b,"2024-08-25 14:21:49"
280645ff-066c-43e9-b418-3223af52b056,"Donostia-San Sebastián",9b2e548b-4a0e-4c7f-80d4-bd04c4997f55,"2024-08-25 14:21:49"
289b18c4-15f8-4cad-ba9b-52c1ef57f948,"Città del Vaticano",f2385f59-fc78-4ea1-afde-529223acc69b,"2024-08-25 14:21:49"
29414fe5-49cd-419c-a5d2-1c778510ace2,Hanoi,e044ef9d-e3da-487a-8931-07179088016a,"2024-08-25 14:21:49"
2947592d-e749-4401-a6c3-ede643d85f75,Parbhani,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
2a5fcd9e-86ba-466a-8fb2-310c8e22324a,Vijayawada,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:50"
2aa5fa6e-cfd9-4f85-800c-f5b7655d9e36,Salzburg,ddc282f2-3d7f-4370-bd97-cb6c13c49dea,"2024-08-25 14:21:50"
2ae6242f-8f64-494b-975b-44311e2f3966,Jaroslavl,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
2b18bb7d-4b09-4983-abcf-1ff4c08b44b7,Brindisi,995d06bc-2156-4804-8c18-712d0d48cfcd,"2024-08-25 14:21:49"
2b30ae3d-d63c-40bb-a21e-ad2a5db1e01c,Lhokseumawe,c380bfa8-d10c-4d2d-a655-2492a75c42fd,"2024-08-25 14:21:49"
2b568db7-09ec-43a9-951a-24217ed73b3a,"Pangkal Pinang",c380bfa8-d10c-4d2d-a655-2492a75c42fd,"2024-08-25 14:21:49"
2b9690e1-9f54-4c42-abd4-e5eb1c5a73e4,Haiphong,e044ef9d-e3da-487a-8931-07179088016a,"2024-08-25 14:21:49"
2bbf2f00-9a4f-4796-a459-2577c78be53c,Vilnius,6adf9463-5d55-4357-a58c-2dc1e752211c,"2024-08-25 14:21:50"
2c26ce3b-190f-400c-88b1-ef7241a2f38e,Toulon,f4b6a929-cae1-4092-9284-b0cced427d31,"2024-08-25 14:21:50"
2c523654-f422-4141-ada4-55b22cfe7b09,Urawa,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:50"
2c8f558f-c105-4f7f-8bae-0464f57f4d68,Owo,e6d080bb-b109-468a-bc04-4790c46253e5,"2024-08-25 14:21:49"
2cb8d538-89af-4195-8563-c7f5b35ecd81,Kursk,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
2cbfe6e3-0bef-4fef-ad37-8bb7ee8217ab,Inegöl,421151ec-2990-4e00-8c1c-211bb20d0e5c,"2024-08-25 14:21:49"
2d3185e0-50a4-4acd-a3dc-1b2d68d1a03d,Juárez,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
2d417bec-323a-4f91-80a0-89a8a67a547b,Dhaka,4dfffaba-d825-4843-8c62-8890d50448f1,"2024-08-25 14:21:49"
2d596d8e-7569-4fa0-98ef-73e100a9432f,Lima,86975845-a95e-4e9b-86fe-ba0f33122bdd,"2024-08-25 14:21:49"
2dcbbddd-ecc8-4881-af58-b3901648f287,Zalantun,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
2dfb72d3-fa00-4282-82a8-2f3ef600367b,Basel,588bf563-4c4d-4079-8906-bedba1f13599,"2024-08-25 14:21:49"
2e84d993-0810-46e9-8b75-2e4951c3e043,Chapra,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
2f9a4dce-24bc-4d63-be32-6ca5ad864135,"Citrus Heights",d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:49"
2fb18473-4870-4a20-833a-f595e96d21cb,Gijón,9b2e548b-4a0e-4c7f-80d4-bd04c4997f55,"2024-08-25 14:21:49"
3015fb6e-56af-42a6-91f5-2d1e3e540d2d,Lungtan,8bf68fc2-3b44-4d20-b1ba-5459b98e8e11,"2024-08-25 14:21:49"
3036a7f3-4599-4a78-8a70-a547bc238c97,Okayama,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:49"
3085b71b-fe83-495c-8a9d-9c10f4fdbecb,Bucuresti,c7711a0c-ddfd-4bec-9ce3-81ccceb91ac3,"2024-08-25 14:21:49"
30976b62-c460-4b94-abd9-201759774065,"Le Mans",f4b6a929-cae1-4092-9284-b0cced427d31,"2024-08-25 14:21:49"
30bf60c1-2cb4-4e4e-9f48-fa8f77744de1,Ilorin,e6d080bb-b109-468a-bc04-4790c46253e5,"2024-08-25 14:21:49"
30da0545-dad0-4d33-90db-bd9fe1e87c95,"Angra dos Reis",c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:49"
3117fa92-682b-42e7-b0cb-1895a019e1c3,Emeishan,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
3154e2b9-cfaf-49ef-94da-749c3b4a27b1,Brockton,d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:49"
3241f394-0384-48d3-bd16-b684d7fe2f26,Halisahar,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
32caf8aa-4de8-44ed-a3b5-f4a7f3c64f5f,NDjamna,bd6692d8-e3ba-4020-b2b9-b8649e04ef8a,"2024-08-25 14:21:49"
33702712-2370-4d3f-a277-5b7f953facc7,Acuña,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:48"
3396b4f8-2447-491f-b4d4-67d6bafb061f,"Novi Sad",50bc502c-7d41-44ac-94bf-d3f47916d6b9,"2024-08-25 14:21:49"
33bd3ff8-a228-4dba-b3e7-a4fdbe054a40,Hidalgo,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
3417b0c2-eb43-4339-a513-a84278f4eba0,Daugavpils,a8a73d66-37b3-4c00-a24b-5e23bcbbe52b,"2024-08-25 14:21:49"
3456dde1-efc6-4e1d-a15c-160a34fc8276,Batna,cdc8e979-783f-49b8-bf0d-570be9f93b03,"2024-08-25 14:21:49"
348f7939-f0a8-4e9d-ac07-410bc03c8b0f,Antofagasta,b39e96cb-6aa1-4149-b9ef-c644d2cb80db,"2024-08-25 14:21:49"
34e57ee8-6625-4cac-ae22-2648626335e0,Salé,7bf36b79-c53e-4330-b4d8-33ddc9d0eaab,"2024-08-25 14:21:50"
356b4f85-3611-47bc-913d-c73ff6019575,Zhoushan,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
359ec5ce-dbeb-4a14-9165-1a002934796e,Funafuti,fe7ac9d2-9256-45aa-8864-a258abdabed4,"2024-08-25 14:21:49"
35eb5902-1019-4c0e-a726-87d7b05cc7b8,"San Felipe de Puerto Plata",577b397e-0f32-40e1-9630-450e1c5022e7,"2024-08-25 14:21:50"
3684991a-f1d5-4cd7-9f38-c407e7e2faf7,Shanwei,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
368d29fb-9aa9-4c21-8a9e-2ec762f61705,Ikerre,e6d080bb-b109-468a-bc04-4790c46253e5,"2024-08-25 14:21:49"
374e6406-f52b-4146-848f-ae49126a16af,Akishima,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:48"
3796af53-35cd-4fce-9cf6-5b2d4702c7e8,Jelets,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
37c170ab-5d4d-4c75-b7f4-7f4292fc3fdb,Tete,45014403-f93e-45e2-8f08-4786c664a40f,"2024-08-25 14:21:50"
38550dab-354f-4585-bdf9-406c9a82eed5,Anápolis,c54cb78a-6f18-4a69-a6da-cf891071719e,"2024-08-25 14:21:49"
385acbd6-56a3-4333-98aa-899b2481f1cf,Halifax,c30f2e4b-59d8-4fda-8c66-23bc773aa664,"2024-08-25 14:21:49"
38d9e6df-9dba-4da1-8bd2-2cf22f3e3da3,Tama,4c680ffb-b7e6-4cf2-afc5-57d8c2ebd4cc,"2024-08-25 14:21:50"
38da2aed-cc9b-4996-a351-8578bc87b37f,Mahajanga,899cf4cf-3c49-425d-adec-9d13ad9e1dc6,"2024-08-25 14:21:49"
3927f129-8ee2-42b8-8fa4-b25107c96059,Monclova,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
3962d02d-5464-4121-b920-c77d0c9b8f8e,Enshi,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
398a7f93-c787-4b6a-bbcc-afe9ec452490,"Sterling Heights",d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:50"
3a4317e0-1627-41a4-bc43-7f9bb0982689,Yuncheng,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:50"
3b919188-99f4-4841-ba44-76614aa38657,Firozabad,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
3c293c65-cfcf-462f-b208-93c7f09dbaa2,Simferopol,2a80c702-dc97-4267-b2ce-8927172da2d2,"2024-08-25 14:21:50"
3c2abc11-a177-47aa-a94a-5e371a64e025,Nuku´alofa,fe96461c-97a4-4c1e-8027-da175a1c4373,"2024-08-25 14:21:49"
3cccf196-3888-4a02-9e7c-6309b627b979,Etawah,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
3cd0cd05-d12d-41ab-8218-86a25e053ac6,Surakarta,c380bfa8-d10c-4d2d-a655-2492a75c42fd,"2024-08-25 14:21:50"
3dce4cc2-2d7a-4591-aa95-45c6c41eb7a2,"A Coruña (La Coruña)",9b2e548b-4a0e-4c7f-80d4-bd04c4997f55,"2024-08-25 14:21:48"
3e073678-e184-4583-a942-1e15e9f8727e,Nezahualcóyotl,f7bdbdc4-b6a6-4ce2-89f1-9c358c5a90a1,"2024-08-25 14:21:49"
3e2f4368-f5ab-4216-9e07-fbdf6f5beb0a,"Charlotte Amalie",6537e8c9-1fbb-4983-90f6-4210c3e30e42,"2024-08-25 14:21:49"
3e3c4bc5-68f9-45c1-8145-00c2bec032f3,Ashgabat,71036662-18dd-453e-9f10-13d74318fd7a,"2024-08-25 14:21:49"
3e79bb93-ab0e-4559-932f-d19c29862945,Tychy,146798e4-e99e-41de-9eeb-c9d06e5b7f6c,"2024-08-25 14:21:50"
3eeb752f-b624-4b16-9bbe-081935308a99,Hsichuh,8bf68fc2-3b44-4d20-b1ba-5459b98e8e11,"2024-08-25 14:21:49"
3f50eb81-3d38-48f4-998b-7596418e4eb2,"Mit Ghamr",7d65e5a6-0d85-4b41-a0bd-f95106333823,"2024-08-25 14:21:49"
3fc163ad-c598-4b9c-b848-ca999697205f,Leshan,90e83933-ca94-46f5-a2f1-642339889753,"2024-08-25 14:21:49"
3fca564e-1dd1-467a-a128-32fd008a6e05,Cayenne,0b780ee7-0d0a-4f65-8458-fb65a89a50f6,"2024-08-25 14:21:49"
3fe1f0b2-e22d-4707-ab46-2ef18e81de4e,Pudukkottai,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
402a446f-d4f2-4cfd-9e7b-36b1ba20dbea,Ziguinchor,45d7d300-2c18-48bd-8aa6-1d0437422b7f,"2024-08-25 14:21:50"
40540a14-4b18-4cb3-bd1c-2bc5bda6afaa,Jaipur,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:49"
4098b3ad-df55-4c39-a27a-f58384d6b4b2,Clarksville,d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:49"
40c8d770-9f19-4c7c-8068-ff77a6bd72c1,Hodeida,3a7c50c0-f879-4c1f-8ed9-223aef1be091,"2024-08-25 14:21:49"
40dce4de-2d1b-425d-8951-759b2113645c,Shivapuri,63e2ce20-ac3c-46e6-a597-675caf8f246c,"2024-08-25 14:21:50"
4116dbaa-3273-468d-93e4-3d777e7d8d0a,Tartu,d0a6e9e5-a7ea-48c1-b5f0-f036b86135fa,"2024-08-25 14:21:50"
41418fb2-22d6-449e-802f-64158392d4d4,Novotšerkassk,4863649f-cb3e-4ac3-926a-427c5a2941ee,"2024-08-25 14:21:49"
414da6be-8759-4c06-87fa-74991bbdcd90,Naju,d99f7231-ca88-486f-81a8-9d3068438759,"2024-08-25 14:21:49"
41932dd6-0c1d-4141-a731-bf0762e26238,Yerevan,2ef847f9-8206-4609-9c82-6109903e664f,"2024-08-25 14:21:50"
4204fc85-ae38-4762-bed6-416bc291b370,Osmaniye,421151ec-2990-4e00-8c1c-211bb20d0e5c,"2024-08-25 14:21:49"
422483ef-d550-4cb6-b781-cc286fb52af5,Peoria,d483795b-4820-40c7-b8d4-d53114ea07a8,"2024-08-25 14:21:49"
